"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n"
"Clinton East","SoHo",18,-73.9918181,40.7637581,-74.0029883,40.723301,370
"Clinton East","Union Sq",16,-73.9918181,40.7637581,-73.9910835,40.7358633,370
"Clinton East","Upper East Side North",6,-73.9918181,40.7637581,-73.9565551,40.7735649,370
"Clinton East","West Village",14,-73.9918181,40.7637581,-74.0035709,40.735781,370
"Clinton East","Yorkville East",14,-73.9918181,40.7637581,-73.9492079,40.7762231,370
"East Chelsea","Murray Hill",6,-74.0013737,40.7465004,-73.9756567,40.7478792,370
"East Chelsea","UN/Turtle Bay South",22,-74.0013737,40.7465004,-73.9694292,40.7507161,370
"East Chelsea","World Trade Center",16,-74.0013737,40.7465004,-74.0131196,40.7118011,370
"East Chelsea","Yorkville East",16,-74.0013737,40.7465004,-73.9492079,40.7762231,370
"East Elmhurst","East Elmhurst",8,-73.8713099,40.7737505,-73.8713099,40.7737505,370
"East Elmhurst","Gramercy",18,-73.8713099,40.7737505,-73.9818443,40.7376407,370
"East Elmhurst","JFK Airport",12,-73.8713099,40.7737505,-73.7781391,40.6413111,370
"East Elmhurst","Little Italy/NoLiTa",20,-73.8713099,40.7737505,-73.9954909,40.7228971,370
"East Elmhurst","SoHo",20,-73.8713099,40.7737505,-74.0029883,40.723301,370
"East Elmhurst","UN/Turtle Bay South",20,-73.8713099,40.7737505,-73.9694292,40.7507161,370
"East Elmhurst","Union Sq",16,-73.8713099,40.7737505,-73.9910835,40.7358633,370
"East Elmhurst","Upper East Side North",8,-73.8713099,40.7737505,-73.9565551,40.7735649,370
"East Elmhurst","Yorkville East",0,-73.8713099,40.7737505,-73.9492079,40.7762231,370
"East Village","Chinatown",0,-73.9815337,40.7264773,-73.9970307,40.7157509,370
"East Village","Chinatown",22,-73.9815337,40.7264773,-73.9970307,40.7157509,370
"East Village","Garment District",6,-73.9815337,40.7264773,-73.9916342,40.7547072,370
"East Village","Greenwich Village North",10,-73.9815337,40.7264773,-74.0027418,40.7335719,370
"East Village","Kips Bay",12,-73.9815337,40.7264773,-73.9800645,40.7423292,370
"East Village","Midtown Center",8,-73.9815337,40.7264773,-73.9784137,40.7553676,370
"East Village","Murray Hill",18,-73.9815337,40.7264773,-73.9756567,40.7478792,370
"East Village","Stuy Town/Peter Cooper Village",22,-73.9815337,40.7264773,-73.9778494,40.7316903,370
"East Village","Upper East Side North",20,-73.9815337,40.7264773,-73.9565551,40.7735649,370
"Financial District North","Breezy Point/Fort Tilden/Riis Beach",10,-74.0112764,40.7074909,-74.0059413,40.7127837,370
"Financial District North","Hudson Sq",18,-74.0112764,40.7074909,-74.0074731,40.7265834,370
"Financial District North","Seaport",8,-74.0112764,40.7074909,-74.006884,40.711197,370
"Financial District North","Seaport",14,-74.0112764,40.7074909,-74.006884,40.711197,370
"Financial District North","SoHo",16,-74.0112764,40.7074909,-74.0029883,40.723301,370
"Financial District North","World Trade Center",12,-74.0112764,40.7074909,-74.0131196,40.7118011,370
"Flatiron","Alphabet City",18,-73.9896986,40.7410605,-73.9785952,40.7260601,370
"Flatiron","Lincoln Square East",0,-73.9896986,40.7410605,-73.9844722,40.773828,370
"Flatiron","Stuy Town/Peter Cooper Village",12,-73.9896986,40.7410605,-73.9778494,40.7316903,370
"Flatiron","UN/Turtle Bay South",20,-73.9896986,40.7410605,-73.9694292,40.7507161,370
"Flatiron","UN/Turtle Bay South",22,-73.9896986,40.7410605,-73.9694292,40.7507161,370
"Flatiron","Upper West Side North",16,-73.9896986,40.7410605,-73.9753676,40.7870106,370
"Garment District","Chinatown",8,-73.9916342,40.7547072,-73.9970307,40.7157509,370
"Garment District","Chinatown",14,-73.9916342,40.7547072,-73.9970307,40.7157509,370
"Garment District","Financial District North",0,-73.9916342,40.7547072,-74.0112764,40.7074909,370
"Garment District","Hamilton Heights",0,-73.9916342,40.7547072,-73.9496079,40.8259597,370
"Garment District","Penn Station/Madison Sq West",2,-73.9916342,40.7547072,-73.9880662,40.7433858,370
"Garment District","Seaport",6,-73.9916342,40.7547072,-74.006884,40.711197,370
"Garment District","Stuy Town/Peter Cooper Village",12,-73.9916342,40.7547072,-73.9778494,40.7316903,370
"Gramercy","Gramercy",14,-73.9818443,40.7376407,-73.9818443,40.7376407,370
"Gramercy","Hudson Sq",8,-73.9818443,40.7376407,-74.0074731,40.7265834,370
"Greenwich Village North","Battery Park City",18,-74.0027418,40.7335719,-74.0160576,40.7122172,370
"Greenwich Village North","Chinatown",18,-74.0027418,40.7335719,-73.9970307,40.7157509,370
"Greenwich Village North","Flatiron",2,-74.0027418,40.7335719,-73.9896986,40.7410605,370
"Greenwich Village North","Gramercy",14,-74.0027418,40.7335719,-73.9818443,40.7376407,370
"Greenwich Village North","Kips Bay",14,-74.0027418,40.7335719,-73.9800645,40.7423292,370
"Greenwich Village North","Meatpacking/West Village West",2,-74.0027418,40.7335719,-74.0085128,40.7406973,370
"Greenwich Village North","West Village",8,-74.0027418,40.7335719,-74.0035709,40.735781,370
"Hudson Sq","Financial District North",12,-74.0074731,40.7265834,-74.0112764,40.7074909,370
"Hudson Sq","Financial District North",22,-74.0074731,40.7265834,-74.0112764,40.7074909,370
"JFK Airport","East Chelsea",14,-73.7781391,40.6413111,-74.0013737,40.7465004,370
"JFK Airport","Kips Bay",18,-73.7781391,40.6413111,-73.9800645,40.7423292,370
"JFK Airport","Little Italy/NoLiTa",6,-73.7781391,40.6413111,-73.9954909,40.7228971,370
"JFK Airport","Upper East Side North",12,-73.7781391,40.6413111,-73.9565551,40.7735649,370
"Kips Bay","East Elmhurst",16,-73.9800645,40.7423292,-73.8713099,40.7737505,370
"Kips Bay","Garment District",4,-73.9800645,40.7423292,-73.9916342,40.7547072,370
"Kips Bay","West Village",8,-73.9800645,40.7423292,-74.0035709,40.735781,370
"LaGuardia Airport","Yorkville East",18,-73.8739659,40.7769271,-73.9492079,40.7762231,370
"Lenox Hill East","Central Harlem",0,-73.9602312,40.7662315,-73.9538699,40.7988378,370
"Lenox Hill East","Flatiron",6,-73.9602312,40.7662315,-73.9896986,40.7410605,370
"Lenox Hill East","Garment District",4,-73.9602312,40.7662315,-73.9916342,40.7547072,370
"Lenox Hill East","Gramercy",10,-73.9602312,40.7662315,-73.9818443,40.7376407,370
"Lenox Hill East","Union Sq",22,-73.9602312,40.7662315,-73.9910835,40.7358633,370
"Lincoln Square East","Kips Bay",12,-73.9844722,40.773828,-73.9800645,40.7423292,370
"Lincoln Square East","UN/Turtle Bay South",18,-73.9844722,40.773828,-73.9694292,40.7507161,370
"Lincoln Square East","Upper West Side North",4,-73.9844722,40.773828,-73.9753676,40.7870106,370
"Little Italy/NoLiTa","Bloomingdale",20,-73.9954909,40.7228971,-73.9697795,40.7988958,370
"Little Italy/NoLiTa","Breezy Point/Fort Tilden/Riis Beach",2,-73.9954909,40.7228971,-74.0059413,40.7127837,370
"Little Italy/NoLiTa","Lenox Hill East",12,-73.9954909,40.7228971,-73.9602312,40.7662315,370
"Little Italy/NoLiTa","Lincoln Square East",16,-73.9954909,40.7228971,-73.9844722,40.773828,370
"Little Italy/NoLiTa","Long Island City/Hunters Point",0,-73.9954909,40.7228971,-73.95639,40.74128,370
"Little Italy/NoLiTa","Park Slope",22,-73.9954909,40.7228971,-73.9805817,40.6681038,370
"Little Italy/NoLiTa","Times Sq/Theatre District",8,-73.9954909,40.7228971,-73.9841274,40.7592686,370
"Little Italy/NoLiTa","Upper West Side North",2,-73.9954909,40.7228971,-73.9753676,40.7870106,370
"Lower East Side","Clinton East",0,-73.9842724,40.715033,-73.9918181,40.7637581,370
"Lower East Side","Seaport",0,-73.9842724,40.715033,-74.006884,40.711197,370
"Meatpacking/West Village West","Battery Park City",14,-74.0085128,40.7406973,-74.0160576,40.7122172,370
"Meatpacking/West Village West","Battery Park City",16,-74.0085128,40.7406973,-74.0160576,40.7122172,370
"Meatpacking/West Village West","Central Park",16,-74.0085128,40.7406973,-73.9741874,40.7711329,370
"Meatpacking/West Village West","East Village",20,-74.0085128,40.7406973,-73.9815337,40.7264773,370
"Meatpacking/West Village West","Midtown East",20,-74.0085128,40.7406973,-73.9668408,40.7540369,370
"Meatpacking/West Village West","Stuy Town/Peter Cooper Village",0,-74.0085128,40.7406973,-73.9778494,40.7316903,370
"Meatpacking/West Village West","Upper East Side North",0,-74.0085128,40.7406973,-73.9565551,40.7735649,370
"Meatpacking/West Village West","Yorkville East",20,-74.0085128,40.7406973,-73.9492079,40.7762231,370
"Midtown Center","Astoria",20,-73.9784137,40.7553676,-73.9234619,40.7643574,370
"Midtown Center","Central Harlem",10,-73.9784137,40.7553676,-73.9538699,40.7988378,370
"Midtown Center","Sutton Place/Turtle Bay North",8,-73.9784137,40.7553676,-73.9601669,40.7580204,370
"Midtown East","Times Sq/Theatre District",2,-73.9668408,40.7540369,-73.9841274,40.7592686,370
"Midtown North","Gramercy",16,-73.9840195,40.7549309,-73.9818443,40.7376407,370
"Midtown North","JFK Airport",18,-73.9840195,40.7549309,-73.7781391,40.6413111,370
"Midtown North","Penn Station/Madison Sq West",6,-73.9840195,40.7549309,-73.9880662,40.7433858,370
"Midtown North","UN/Turtle Bay South",14,-73.9840195,40.7549309,-73.9694292,40.7507161,370
"Morningside Heights","Morningside Heights",16,-73.9624327,40.8089564,-73.9624327,40.8089564,370
"Morningside Heights","Upper East Side North",12,-73.9624327,40.8089564,-73.9565551,40.7735649,370
"Murray Hill","East Elmhurst",18,-73.9756567,40.7478792,-73.8713099,40.7737505,370
"Murray Hill","Greenwich Village North",14,-73.9756567,40.7478792,-74.0027418,40.7335719,370
"Murray Hill","Meatpacking/West Village West",14,-73.9756567,40.7478792,-74.0085128,40.7406973,370
"Murray Hill","Meatpacking/West Village West",16,-73.9756567,40.7478792,-74.0085128,40.7406973,370
"Murray Hill","Upper West Side North",14,-73.9756567,40.7478792,-73.9753676,40.7870106,370
"Penn Station/Madison Sq West","Breezy Point/Fort Tilden/Riis Beach",8,-73.9880662,40.7433858,-74.0059413,40.7127837,370
"Penn Station/Madison Sq West","Central Harlem",20,-73.9880662,40.7433858,-73.9538699,40.7988378,370
"Penn Station/Madison Sq West","Hudson Sq",22,-73.9880662,40.7433858,-74.0074731,40.7265834,370
"Penn Station/Madison Sq West","Midtown Center",2,-73.9880662,40.7433858,-73.9784137,40.7553676,370
"Penn Station/Madison Sq West","Midtown North",2,-73.9880662,40.7433858,-73.9840195,40.7549309,370
"Penn Station/Madison Sq West","World Trade Center",6,-73.9880662,40.7433858,-74.0131196,40.7118011,370
"Roosevelt Island","Yorkville East",6,-73.9499426,40.7621302,-73.9492079,40.7762231,370
"Seaport","Murray Hill",16,-74.006884,40.711197,-73.9756567,40.7478792,370
"SoHo","Garment District",2,-74.0029883,40.723301,-73.9916342,40.7547072,370
"SoHo","Hudson Sq",22,-74.0029883,40.723301,-74.0074731,40.7265834,370
"SoHo","Stuy Town/Peter Cooper Village",22,-74.0029883,40.723301,-73.9778494,40.7316903,370
"SoHo","West Village",8,-74.0029883,40.723301,-74.0035709,40.735781,370
"South Williamsburg","Long Island City/Hunters Point",22,-73.9570696,40.7081156,-73.95639,40.74128,370
"Stuy Town/Peter Cooper Village","Flatiron",14,-73.9778494,40.7316903,-73.9896986,40.7410605,370
"Stuy Town/Peter Cooper Village","Little Italy/NoLiTa",8,-73.9778494,40.7316903,-73.9954909,40.7228971,370
"Stuy Town/Peter Cooper Village","Murray Hill",16,-73.9778494,40.7316903,-73.9756567,40.7478792,370
"Stuy Town/Peter Cooper Village","Yorkville East",22,-73.9778494,40.7316903,-73.9492079,40.7762231,370
"Stuyvesant Heights","East Elmhurst",4,-73.9880663,40.7299553,-73.8713099,40.7737505,370
"Stuyvesant Heights","East Elmhurst",12,-73.9880663,40.7299553,-73.8713099,40.7737505,370
"Stuyvesant Heights","Hudson Sq",14,-73.9880663,40.7299553,-74.0074731,40.7265834,370
"Stuyvesant Heights","Lenox Hill East",14,-73.9880663,40.7299553,-73.9602312,40.7662315,370
"Stuyvesant Heights","Little Italy/NoLiTa",6,-73.9880663,40.7299553,-73.9954909,40.7228971,370
"Stuyvesant Heights","Lower East Side",10,-73.9880663,40.7299553,-73.9842724,40.715033,370
"Stuyvesant Heights","Midtown North",16,-73.9880663,40.7299553,-73.9840195,40.7549309,370
"Stuyvesant Heights","Murray Hill",4,-73.9880663,40.7299553,-73.9756567,40.7478792,370
"Stuyvesant Heights","Upper East Side North",14,-73.9880663,40.7299553,-73.9565551,40.7735649,370
"Sutton Place/Turtle Bay North","Kips Bay",12,-73.9601669,40.7580204,-73.9800645,40.7423292,370
"Sutton Place/Turtle Bay North","Times Sq/Theatre District",10,-73.9601669,40.7580204,-73.9841274,40.7592686,370
"Sutton Place/Turtle Bay North","UN/Turtle Bay South",12,-73.9601669,40.7580204,-73.9694292,40.7507161,370
"Times Sq/Theatre District","Breezy Point/Fort Tilden/Riis Beach",18,-73.9841274,40.7592686,-74.0059413,40.7127837,370
"Times Sq/Theatre District","Hudson Sq",14,-73.9841274,40.7592686,-74.0074731,40.7265834,370
"Times Sq/Theatre District","Little Italy/NoLiTa",8,-73.9841274,40.7592686,-73.9954909,40.7228971,370
"Times Sq/Theatre District","South Williamsburg",20,-73.9841274,40.7592686,-73.9570696,40.7081156,370
"Times Sq/Theatre District","World Trade Center",20,-73.9841274,40.7592686,-74.0131196,40.7118011,370
"UN/Turtle Bay South","East Elmhurst",4,-73.9694292,40.7507161,-73.8713099,40.7737505,370
"UN/Turtle Bay South","Midtown North",10,-73.9694292,40.7507161,-73.9840195,40.7549309,370
"UN/Turtle Bay South","Stuy Town/Peter Cooper Village",20,-73.9694292,40.7507161,-73.9778494,40.7316903,370
"Union Sq","East Elmhurst",16,-73.9910835,40.7358633,-73.8713099,40.7737505,370
"Union Sq","Financial District North",10,-73.9910835,40.7358633,-74.0112764,40.7074909,370
"Union Sq","Garment District",4,-73.9910835,40.7358633,-73.9916342,40.7547072,370
"Union Sq","Seaport",22,-73.9910835,40.7358633,-74.006884,40.711197,370
"Union Sq","Upper East Side North",8,-73.9910835,40.7358633,-73.9565551,40.7735649,370
"Upper East Side North","Bloomingdale",6,-73.9565551,40.7735649,-73.9697795,40.7988958,370
"Upper East Side North","Central Park",0,-73.9565551,40.7735649,-73.9741874,40.7711329,370
"Upper East Side North","Flatiron",6,-73.9565551,40.7735649,-73.9896986,40.7410605,370
"Upper East Side North","Greenwich Village North",16,-73.9565551,40.7735649,-74.0027418,40.7335719,370
"Upper West Side North","Hamilton Heights",2,-73.9753676,40.7870106,-73.9496079,40.8259597,370
"Upper West Side North","Highbridge Park",20,-73.9753676,40.7870106,-73.9332427,40.8433959,370
"Upper West Side North","Highbridge Park",22,-73.9753676,40.7870106,-73.9332427,40.8433959,370
"West Chelsea/Hudson Yards","Midtown Center",6,-74.0107647,40.7293087,-73.9784137,40.7553676,370
"West Village","Breezy Point/Fort Tilden/Riis Beach",20,-74.0035709,40.735781,-74.0059413,40.7127837,370
"West Village","Midtown Center",12,-74.0035709,40.735781,-73.9784137,40.7553676,370
"West Village","Midtown North",20,-74.0035709,40.735781,-73.9840195,40.7549309,370
"West Village","Murray Hill",8,-74.0035709,40.735781,-73.9756567,40.7478792,370
"Williamsburg (South Side)","Greenpoint",0,-73.9517335,40.7079936,-73.9418603,40.7245448,370
"World Trade Center","Midtown Center",10,-74.0131196,40.7118011,-73.9784137,40.7553676,370
"Yorkville East","Gramercy",22,-73.9492079,40.7762231,-73.9818443,40.7376407,370
"Yorkville East","Kips Bay",22,-73.9492079,40.7762231,-73.9800645,40.7423292,370
"Yorkville East","Penn Station/Madison Sq West",22,-73.9492079,40.7762231,-73.9880662,40.7433858,370
"Yorkville East","Roosevelt Island",20,-73.9492079,40.7762231,-73.9499426,40.7621302,370
"Yorkville East","Union Sq",14,-73.9492079,40.7762231,-73.9910835,40.7358633,370
"Astoria","Astoria",18,-73.9234619,40.7643574,-73.9234619,40.7643574,360
"Battery Park","Battery Park City",8,-74.0170279,40.7032775,-74.0160576,40.7122172,360
"Battery Park","Garment District",10,-74.0170279,40.7032775,-73.9916342,40.7547072,360
"Battery Park","Garment District",12,-74.0170279,40.7032775,-73.9916342,40.7547072,360
"Battery Park","Seaport",8,-74.0170279,40.7032775,-74.006884,40.711197,360
"Battery Park City","East Chelsea",10,-74.0160576,40.7122172,-74.0013737,40.7465004,360
"Battery Park City","Greenwich Village North",12,-74.0160576,40.7122172,-74.0027418,40.7335719,360
"Battery Park City","Little Italy/NoLiTa",8,-74.0160576,40.7122172,-73.9954909,40.7228971,360
"Battery Park City","Stuyvesant Heights",18,-74.0160576,40.7122172,-73.9880663,40.7299553,360
"Battery Park City","Times Sq/Theatre District",18,-74.0160576,40.7122172,-73.9841274,40.7592686,360
"Battery Park City","Union Sq",18,-74.0160576,40.7122172,-73.9910835,40.7358633,360
"Battery Park City","West Village",18,-74.0160576,40.7122172,-74.0035709,40.735781,360
"Bloomingdale","Lincoln Square East",0,-73.9697795,40.7988958,-73.9844722,40.773828,360
"Bloomingdale","Midtown East",10,-73.9697795,40.7988958,-73.9668408,40.7540369,360
"Bloomingdale","Washington Heights North",0,-73.9697795,40.7988958,-73.9393554,40.8417082,360
"Breezy Point/Fort Tilden/Riis Beach","Battery Park",12,-74.0059413,40.7127837,-74.0170279,40.7032775,360
"Breezy Point/Fort Tilden/Riis Beach","Greenwich Village North",14,-74.0059413,40.7127837,-74.0027418,40.7335719,360
"Breezy Point/Fort Tilden/Riis Beach","Hudson Sq",10,-74.0059413,40.7127837,-74.0074731,40.7265834,360
"Breezy Point/Fort Tilden/Riis Beach","Hudson Sq",16,-74.0059413,40.7127837,-74.0074731,40.7265834,360
"Breezy Point/Fort Tilden/Riis Beach","Meatpacking/West Village West",12,-74.0059413,40.7127837,-74.0085128,40.7406973,360
"Breezy Point/Fort Tilden/Riis Beach","Penn Station/Madison Sq West",18,-74.0059413,40.7127837,-73.9880662,40.7433858,360
"Breezy Point/Fort Tilden/Riis Beach","Seaport",20,-74.0059413,40.7127837,-74.006884,40.711197,360
"Breezy Point/Fort Tilden/Riis Beach","Times Sq/Theatre District",14,-74.0059413,40.7127837,-73.9841274,40.7592686,360
"Breezy Point/Fort Tilden/Riis Beach","Times Sq/Theatre District",20,-74.0059413,40.7127837,-73.9841274,40.7592686,360
"Breezy Point/Fort Tilden/Riis Beach","Union Sq",10,-74.0059413,40.7127837,-73.9910835,40.7358633,360
"Central Harlem","East Harlem North",4,-73.9538699,40.7988378,-73.9464769,40.8115504,360
"Central Park","East Harlem North",22,-73.9741874,40.7711329,-73.9464769,40.8115504,360
"Central Park","JFK Airport",10,-73.9741874,40.7711329,-73.7781391,40.6413111,360
"Central Park","Morningside Heights",20,-73.9741874,40.7711329,-73.9624327,40.8089564,360
"Central Park","Roosevelt Island",12,-73.9741874,40.7711329,-73.9499426,40.7621302,360
"Central Park","Roosevelt Island",18,-73.9741874,40.7711329,-73.9499426,40.7621302,360
"Chinatown","East Village",18,-73.9970307,40.7157509,-73.9815337,40.7264773,360
"Chinatown","Seaport",22,-73.9970307,40.7157509,-74.006884,40.711197,360
"Clinton East","Battery Park",10,-73.9918181,40.7637581,-74.0170279,40.7032775,360
